name param param_low param_high error_string
ztbabs_nh 1.64811e-06 0 0.01442386325 FFFTFFTFF
PhoIndex 2.28746 2.255483831 2.322325666 FFFFFFFFF
norm 0.0281014 0.02757394467 0.02877914977 FFFFFFFFF
flux 0.007684826385 0.007391033217 0.00807489413 0
cRate 2.99191626 2.93839948144 3.04543303856 0
