name param param_low param_high error_string
PhoIndex 1.95398 1.832998761 2.074924062 FFFFFFFFF
norm 0.0209234 0.01946163455 0.02236993655 FFFFFFFFF
flux 0.008748960722 0.007788441431 0.009900822371 0
countrate 0.662780387 0.62349605016 0.70206472384 0
