mjd,flux,flux_errn,flux_errp,model
59204.01768518519,0.008750675717,0.0011699706150000008,0.0017359365029999997,powlaw_ztbabs_tbabs
59204.01768518519,0.008748960722,0.0009605192910000001,0.0011518616490000001,powlaw_tbabs
59203.088229166664,0.007684826385,0.00029379316799999985,0.0003900677449999992,powlaw_ztbabs_tbabs
59203.088229166664,0.007751330307,0.0002623787449999998,0.0003330774419999993,logpar_tbabs
59203.088229166664,0.007684548239,0.00022772002799999972,0.0003218132119999998,powlaw_tbabs
