name param param_low param_high error_string
ztbabs_nh 8.42999e-09 0 0.06745242158 FFFTFFTFF
PhoIndex 1.95379 1.83306616 2.104052902 FFFFFFFFF
norm 0.0209222 0.01951892639 0.02301775504 FFFFFFFFF
flux 0.008750675717 0.007580705102 0.01048661222 0
cRate 0.662780387 0.62349605016 0.70206472384 0
