name param param_low param_high error_string
alpha 2.30043 2.254440002 2.34515486 FFFFFFFFF
beta -0.0374694 -0.1298332405 0.05756204083 FFFFFFFFF
pivotE 1 0 0 0
norm 0.0280069 0.02739694244 0.02861963471 FFFFFFFFF
flux 0.007751330307 0.007488951562 0.008084407749 0
countrate 2.99191626 2.93839948144 3.04543303856 0
