name param param_low param_high error_string
PhoIndex 2.28752 2.25554461 2.320012826 FFFFFFFFF
norm 0.0281025 0.02753729768 0.02866606833 FFFFFFFFF
flux 0.007684548239 0.007456828211 0.008006361451 0
countrate 2.99191626 2.93839948144 3.04543303856 0
